,date,open,high,low,close,volume,market_cap,year,month,quarter,price
8249,2017-02-24,1172.71,1200.39,1131.96,1173.68,330759008.0,18992415818.0,2017,February,1,1169.6850000000002
8250,2017-02-23,1117.27,1176.62,1116.96,1166.72,189454000.0,18877442096.0,2017,February,1,1144.3925
8251,2017-02-22,1114.8,1125.39,1100.55,1117.44,136100000.0,18077985665.0,2017,February,1,1114.545
8252,2017-02-21,1079.28,1117.25,1076.93,1115.3,186868992.0,18041455273.0,2017,February,1,1097.19
8253,2017-02-20,1048.69,1080.49,1041.69,1079.98,109478000.0,17468244508.0,2017,February,1,1062.7125
8254,2017-02-19,1054.76,1056.81,1043.46,1047.87,77423296.0,16946913346.0,2017,February,1,1050.725
8255,2017-02-18,1049.21,1061.1,1046.96,1054.42,99073504.0,17051064834.0,2017,February,1,1052.9225000000001
8256,2017-02-17,1026.12,1053.17,1025.64,1046.21,136474000.0,16916338976.0,2017,February,1,1037.785
8257,2017-02-16,1007.65,1033.37,1007.65,1027.44,122277000.0,16610905026.0,2017,February,1,1019.0275
8258,2017-02-15,1006.21,1008.84,1001.58,1007.48,89759400.0,16286329282.0,2017,February,1,1006.0275
8259,2017-02-14,991.73,1011.51,986.47,1004.55,137946000.0,16237219721.0,2017,February,1,998.565
8260,2017-02-13,998.89,1002.1,976.0,990.64,100607000.0,16010322103.0,2017,February,1,991.9075
8261,2017-02-12,1003.52,1004.76,996.92,999.18,67530000.0,16146290349.0,2017,February,1,1001.095
8262,2017-02-11,988.9,1009.29,982.83,1004.45,102261000.0,16229677099.0,2017,February,1,996.3675
8263,2017-02-10,995.63,998.91,946.69,988.67,190452000.0,15973053725.0,2017,February,1,982.475
8264,2017-02-09,1064.7,1088.99,953.34,994.38,407220000.0,16063448932.0,2017,February,1,1025.3525
8265,2017-02-08,1062.32,1078.97,1037.49,1063.07,201855008.0,17170799127.0,2017,February,1,1060.4624999999999
8266,2017-02-07,1040.14,1061.93,1040.14,1061.35,146007008.0,17141080574.0,2017,February,1,1050.89
8267,2017-02-06,1028.4,1044.64,1028.16,1038.15,111762000.0,16764422010.0,2017,February,1,1034.8375
8268,2017-02-05,1043.52,1043.63,1022.37,1027.34,114208000.0,16588240157.0,2017,February,1,1034.215
8269,2017-02-04,1031.33,1045.9,1015.16,1042.9,155064000.0,16837411920.0,2017,February,1,1033.8225
8270,2017-02-03,1011.46,1033.87,1008.79,1029.91,201278000.0,16625849489.0,2017,February,1,1021.0074999999999
8271,2017-02-02,990.0,1013.52,983.22,1011.8,145820992.0,16331615570.0,2017,February,1,999.635
8272,2017-02-01,970.94,989.11,970.74,989.02,150110000.0,15962015276.0,2017,February,1,979.9525000000001
8273,2017-01-31,920.96,972.02,920.96,970.4,164582000.0,15659186515.0,2017,January,1,946.085
8274,2017-01-30,920.15,923.05,919.47,920.38,78227296.0,14850351605.0,2017,January,1,920.7625
8275,2017-01-29,922.07,923.42,919.15,919.5,60851700.0,14834377926.0,2017,January,1,921.0350000000001
8276,2017-01-28,919.81,923.91,919.81,921.59,68979600.0,14866260449.0,2017,January,1,921.28
8277,2017-01-27,918.36,923.22,915.85,919.75,125594000.0,14834831700.0,2017,January,1,919.295
8278,2017-01-26,902.4,919.33,902.22,917.59,131958000.0,14797955301.0,2017,January,1,910.385
8279,2017-01-25,891.92,903.25,891.69,901.54,120831000.0,14537488261.0,2017,January,1,897.1
8280,2017-01-24,910.68,924.15,892.29,892.69,111349000.0,14393026385.0,2017,January,1,904.9525
8281,2017-01-23,925.5,928.27,916.74,921.01,73588600.0,14848013909.0,2017,January,1,922.8799999999999
8282,2017-01-22,922.21,937.53,897.56,924.67,116573000.0,14905439337.0,2017,January,1,920.4925
8283,2017-01-21,895.55,927.37,895.53,921.79,111158000.0,14856911163.0,2017,January,1,910.06
8284,2017-01-20,898.17,899.4,887.01,895.03,86728400.0,14423545371.0,2017,January,1,894.9024999999999
8285,2017-01-19,888.34,904.61,884.34,899.07,105625000.0,14486616700.0,2017,January,1,894.09
8286,2017-01-18,909.37,917.5,858.3,886.62,225676992.0,14284036613.0,2017,January,1,892.9475
8287,2017-01-17,830.95,910.56,830.8,907.94,155095008.0,14625779851.0,2017,January,1,870.0625
8288,2017-01-16,821.78,834.53,820.27,831.53,82755200.0,13393372620.0,2017,January,1,827.0275
8289,2017-01-15,818.14,823.31,812.87,821.8,71013600.0,13234840657.0,2017,January,1,819.03
8290,2017-01-14,825.14,835.09,812.46,818.41,93063296.0,13178601992.0,2017,January,1,822.775
8291,2017-01-13,803.74,829.0,780.0,823.98,168968000.0,13266554392.0,2017,January,1,809.1800000000001
8292,2017-01-12,775.18,826.25,755.76,804.83,222326000.0,12956730411.0,2017,January,1,790.5050000000001
8293,2017-01-11,908.11,919.45,762.77,777.76,310928992.0,12519135996.0,2017,January,1,842.0224999999999
8294,2017-01-10,902.44,914.87,901.06,907.68,115808000.0,14608685049.0,2017,January,1,906.5124999999999
8295,2017-01-09,913.24,913.69,879.81,902.83,141876992.0,14528815565.0,2017,January,1,902.3925
8296,2017-01-08,908.17,942.72,887.25,911.2,158715008.0,14661966429.0,2017,January,1,912.335
8297,2017-01-07,903.49,908.59,823.56,908.59,279550016.0,14618030536.0,2017,January,1,886.0575
8298,2017-01-06,1014.24,1046.81,883.94,902.2,351876000.0,14513695758.0,2017,January,1,961.7975
8299,2017-01-05,1156.73,1191.1,910.42,1013.38,510199008.0,16300254795.0,2017,January,1,1067.9075
8300,2017-01-04,1044.4,1159.42,1044.4,1154.73,344945984.0,18571869009.0,2017,January,1,1100.7375000000002
8301,2017-01-03,1021.6,1044.08,1021.6,1043.84,185168000.0,16786368910.0,2017,January,1,1032.78
8302,2017-01-02,998.62,1031.39,996.7,1021.75,222184992.0,16429024775.0,2017,January,1,1012.115
8303,2017-01-01,963.66,1003.08,958.7,998.33,147775008.0,16050407461.0,2017,January,1,980.9425000000001
8304,2016-12-31,960.63,963.74,947.24,963.74,99135104.0,15492554222.0,2016,December,4,958.8374999999999
8305,2016-12-30,972.53,972.53,934.83,961.24,187474000.0,15450507055.0,2016,December,4,960.2825
8306,2016-12-29,975.13,979.4,954.5,973.5,199320000.0,15645617392.0,2016,December,4,970.6325
8307,2016-12-28,934.83,975.92,934.83,975.92,236630000.0,15682769405.0,2016,December,4,955.375
8308,2016-12-27,908.35,940.05,904.26,933.2,167308000.0,14994286713.0,2016,December,4,921.4650000000001
8309,2016-12-26,896.91,913.18,896.9,907.61,123771000.0,14581389977.0,2016,December,4,903.65
8310,2016-12-25,899.65,899.65,862.42,896.18,143664992.0,14396194094.0,2016,December,4,889.475
8311,2016-12-24,922.18,923.48,886.34,898.82,137727008.0,14436754927.0,2016,December,4,907.705
8312,2016-12-23,864.89,925.12,864.68,921.98,275564000.0,14807189352.0,2016,December,4,894.1674999999999
8313,2016-12-22,834.18,875.78,834.15,864.54,200027008.0,13882988216.0,2016,December,4,852.1625
8314,2016-12-21,800.64,834.28,799.41,834.28,155576000.0,13395445163.0,2016,December,4,817.1524999999999
8315,2016-12-20,792.25,801.34,791.5,800.88,99629296.0,12857473134.0,2016,December,4,796.4925000000001
8316,2016-12-19,790.69,793.61,790.32,792.71,74886400.0,12725090633.0,2016,December,4,791.8325000000001
8317,2016-12-18,791.01,794.74,788.03,790.53,60524400.0,12688510068.0,2016,December,4,791.0774999999999
8318,2016-12-17,785.17,792.51,784.86,790.83,78989800.0,12691945028.0,2016,December,4,788.3425000000001
8319,2016-12-16,778.96,785.03,778.96,784.91,83608200.0,12595490539.0,2016,December,4,781.9649999999999
8320,2016-12-15,780.07,781.43,777.8,778.09,81580096.0,12484761985.0,2016,December,4,779.3475000000001
8321,2016-12-14,780.01,782.03,776.84,781.48,75979000.0,12534369129.0,2016,December,4,780.09
8322,2016-12-13,780.65,788.46,777.96,780.56,81645600.0,12521776922.0,2016,December,4,781.9075
8323,2016-12-12,770.04,781.92,770.04,780.09,76571000.0,12512497969.0,2016,December,4,775.5225
8324,2016-12-11,774.75,774.8,765.41,769.73,57313400.0,12344888048.0,2016,December,4,771.1724999999999
8325,2016-12-10,773.02,777.09,772.91,774.65,53843100.0,12421967470.0,2016,December,4,774.4175
8326,2016-12-09,769.94,774.53,769.65,772.79,68705296.0,12390863077.0,2016,December,4,771.7275000000001
8327,2016-12-08,768.08,774.7,765.95,770.81,80111904.0,12357837893.0,2016,December,4,769.885
8328,2016-12-07,764.21,771.54,759.75,768.13,96426096.0,12313376414.0,2016,December,4,765.9075
8329,2016-12-06,758.72,765.62,758.72,764.22,116218000.0,12249086971.0,2016,December,4,761.8199999999999
8330,2016-12-05,773.39,773.47,751.71,758.7,106363000.0,12159115875.0,2016,December,4,764.3175000000001
8331,2016-12-04,771.64,773.87,768.16,773.87,60557900.0,12400766376.0,2016,December,4,771.885
8332,2016-12-03,778.25,778.25,764.86,771.16,69547296.0,12355811709.0,2016,December,4,773.13
8333,2016-12-02,757.54,781.3,757.54,777.94,127605000.0,12462935160.0,2016,December,4,768.5799999999999
8334,2016-12-01,746.05,758.28,746.05,756.77,80461904.0,12122431239.0,2016,December,4,751.7874999999999
8335,2016-11-30,736.28,747.93,736.27,745.69,84070800.0,11943536630.0,2016,November,4,741.5425
8336,2016-11-29,736.33,737.47,734.56,735.6,68511104.0,11780661280.0,2016,November,4,735.99
8337,2016-11-28,732.48,738.01,732.48,735.81,61888600.0,11782628755.0,2016,November,4,734.695
8338,2016-11-27,735.44,739.02,731.09,732.03,52601800.0,11720648987.0,2016,November,4,734.395
8339,2016-11-26,741.51,742.21,729.63,735.38,54962700.0,11772895899.0,2016,November,4,737.1825
8340,2016-11-25,740.44,741.65,734.59,741.65,67807600.0,11871816579.0,2016,November,4,739.5825000000001
8341,2016-11-24,744.62,746.83,733.49,740.29,85919296.0,11848658575.0,2016,November,4,741.3074999999999
8342,2016-11-23,751.74,752.25,738.92,744.59,76543800.0,11916054235.0,2016,November,4,746.875
8343,2016-11-22,739.64,753.87,736.53,751.35,129906000.0,12022735372.0,2016,November,4,745.3475000000001
8344,2016-11-21,731.27,741.72,730.51,739.25,60802400.0,11827902946.0,2016,November,4,735.6875
8345,2016-11-20,751.88,755.48,717.94,731.03,154116000.0,11695081878.0,2016,November,4,739.0825
8346,2016-11-19,751.83,756.24,744.47,751.62,110608000.0,12023262925.0,2016,November,4,751.04
8347,2016-11-18,740.71,752.88,736.89,751.59,87363104.0,12021432968.0,2016,November,4,745.5175
8348,2016-11-17,744.88,755.65,739.51,740.98,108579000.0,11850398479.0,2016,November,4,745.2550000000001
8349,2016-11-16,711.17,747.61,709.04,744.2,141294000.0,11900441939.0,2016,November,4,728.005
8350,2016-11-15,705.79,715.72,705.26,711.62,72038496.0,11377924616.0,2016,November,4,709.5975000000001
8351,2016-11-14,702.0,706.28,699.81,705.02,62993000.0,11271073434.0,2016,November,4,703.2775
8352,2016-11-13,705.2,705.26,687.32,702.03,80318096.0,11215181107.0,2016,November,4,699.9525
8353,2016-11-12,716.75,717.15,704.03,705.05,64622500.0,11262273136.0,2016,November,4,710.7449999999999
8354,2016-11-11,715.55,718.32,714.41,716.41,63119700.0,11442241390.0,2016,November,4,716.1725
8355,2016-11-10,722.84,723.02,711.21,715.53,68807800.0,11426817526.0,2016,November,4,718.15
8356,2016-11-09,709.83,740.05,708.61,723.27,132429000.0,11548965779.0,2016,November,4,720.4399999999999
8357,2016-11-08,703.09,712.99,702.39,709.85,79660800.0,11333339468.0,2016,November,4,707.08
8358,2016-11-07,710.74,710.74,699.9,703.13,65047100.0,11224670783.0,2016,November,4,706.1274999999999
8359,2016-11-06,703.81,714.26,699.56,711.52,59902200.0,11357385316.0,2016,November,4,707.2875
8360,2016-11-05,703.53,707.51,697.74,703.42,53752300.0,11226736982.0,2016,November,4,703.05
8361,2016-11-04,689.12,706.93,685.56,703.23,99907696.0,11222575748.0,2016,November,4,696.2099999999999
8362,2016-11-03,742.35,745.77,678.16,688.7,172808000.0,10989660280.0,2016,November,4,713.745
8363,2016-11-02,730.07,740.83,722.35,740.83,84865200.0,11820110421.0,2016,November,4,733.52
8364,2016-11-01,701.34,736.45,701.34,729.79,130527000.0,11642863554.0,2016,November,4,717.23
8365,2016-10-31,702.64,709.29,691.68,700.97,97064400.0,11181852070.0,2016,October,4,701.145
8366,2016-10-30,714.12,714.12,696.47,701.86,100665000.0,11194834676.0,2016,October,4,706.6424999999999
8367,2016-10-29,690.29,720.4,690.05,714.48,134760992.0,11394596830.0,2016,October,4,703.8050000000001
8368,2016-10-28,688.0,690.44,684.16,689.65,81145504.0,10997420362.0,2016,October,4,688.0625
8369,2016-10-27,678.21,688.59,678.04,688.31,96105296.0,10974828655.0,2016,October,4,683.2875
8370,2016-10-26,657.68,679.73,657.68,678.3,88877104.0,10813913071.0,2016,October,4,668.3475
8371,2016-10-25,654.0,664.42,653.7,657.59,90378800.0,10482565592.0,2016,October,4,657.4275
8372,2016-10-24,657.16,657.25,652.59,653.76,62218200.0,10420469172.0,2016,October,4,655.19
8373,2016-10-23,657.62,661.13,653.89,657.07,54474600.0,10472100602.0,2016,October,4,657.4275
8374,2016-10-22,633.14,658.2,632.85,657.29,78556496.0,10474463658.0,2016,October,4,645.37
8375,2016-10-21,630.83,634.09,630.69,632.83,55951000.0,10083501603.0,2016,October,4,632.11
8376,2016-10-20,630.66,631.92,628.26,630.86,56957300.0,10050854099.0,2016,October,4,630.425
8377,2016-10-19,638.13,638.87,628.01,630.52,69381696.0,10044471117.0,2016,October,4,633.8824999999999
8378,2016-10-18,639.41,640.74,636.0,637.96,65546700.0,10162029114.0,2016,October,4,638.5274999999999
8379,2016-10-17,641.82,642.33,638.66,639.19,58063600.0,10180488274.0,2016,October,4,640.5
8380,2016-10-16,639.08,642.9,638.9,641.63,40298100.0,10218348388.0,2016,October,4,640.6275
8381,2016-10-15,640.31,642.1,637.39,638.65,39035400.0,10169814232.0,2016,October,4,639.6125
8382,2016-10-14,637.01,641.28,637.01,640.38,58144600.0,10196303437.0,2016,October,4,638.92
8383,2016-10-13,636.03,638.83,635.03,636.79,61620700.0,10138078870.0,2016,October,4,636.6700000000001
8384,2016-10-12,640.87,641.34,635.97,636.19,92370200.0,10127644784.0,2016,October,4,638.5925
8385,2016-10-11,619.24,642.08,618.5,641.07,103590000.0,10204214839.0,2016,October,4,630.2225
8386,2016-10-10,616.82,621.32,616.2,618.99,67481104.0,9851764897.0,2016,October,4,618.3325
8387,2016-10-09,619.17,619.2,616.61,616.75,39243400.0,9815156618.0,2016,October,4,617.9325
8388,2016-10-08,617.34,619.85,617.34,619.11,42345900.0,9851461946.0,2016,October,4,618.4100000000001
8389,2016-10-07,612.61,617.91,611.82,617.12,64071400.0,9818599994.0,2016,October,4,614.865
8390,2016-10-06,612.47,613.82,611.47,613.02,56812100.0,9752315689.0,2016,October,4,612.6949999999999
8391,2016-10-05,610.22,613.81,609.62,612.51,68077504.0,9743018924.0,2016,October,4,611.54
8392,2016-10-04,612.05,612.05,609.48,610.2,49801600.0,9705099355.0,2016,October,4,610.9449999999999
8393,2016-10-03,610.97,612.57,610.46,612.13,46798300.0,9734618878.0,2016,October,4,611.5325
8394,2016-10-02,613.95,614.01,609.68,610.89,39249800.0,9713776587.0,2016,October,4,612.1325
8395,2016-10-01,609.93,615.24,609.93,613.98,56357000.0,9761887632.0,2016,October,4,612.27
8396,2016-09-30,605.72,609.73,604.14,609.73,56122400.0,9693198750.0,2016,September,3,607.33
8397,2016-09-29,605.02,606.82,604.85,605.69,55658600.0,9627902106.0,2016,September,3,605.595
8398,2016-09-28,606.24,606.59,604.61,604.73,48722600.0,9611532319.0,2016,September,3,605.5425
8399,2016-09-27,608.02,608.25,604.11,606.17,49422400.0,9633311305.0,2016,September,3,606.6375
8400,2016-09-26,600.81,608.14,600.35,608.04,59153800.0,9661922446.0,2016,September,3,604.3349999999999
8401,2016-09-25,602.75,603.38,599.71,600.83,33977800.0,9546132575.0,2016,September,3,601.6675
8402,2016-09-24,602.96,604.58,602.04,602.63,35359500.0,9573385118.0,2016,September,3,603.0525
8403,2016-09-23,596.2,603.21,595.79,602.84,51067000.0,9575631549.0,2016,September,3,599.51
8404,2016-09-22,597.28,598.49,596.21,596.3,67085300.0,9470698215.0,2016,September,3,597.0699999999999
8405,2016-09-21,603.59,603.59,595.88,597.15,82776200.0,9483211005.0,2016,September,3,600.0525
8406,2016-09-20,609.25,609.53,607.94,608.31,72710896.0,9659269452.0,2016,September,3,608.7574999999999
8407,2016-09-19,609.87,610.93,608.27,609.23,54796400.0,9672709264.0,2016,September,3,609.5749999999999
8408,2016-09-18,606.28,610.16,605.86,609.87,48679400.0,9682008337.0,2016,September,3,608.0425
8409,2016-09-17,607.22,607.86,605.19,605.98,37140300.0,9619198525.0,2016,September,3,606.5625
8410,2016-09-16,607.25,609.26,606.73,606.97,64963400.0,9633710359.0,2016,September,3,607.5525
8411,2016-09-15,610.59,611.09,607.16,607.16,59464600.0,9635571708.0,2016,September,3,609.0
8412,2016-09-14,608.84,611.95,608.41,610.68,47877700.0,9690463177.0,2016,September,3,609.97
8413,2016-09-13,608.03,611.19,606.92,609.24,86920600.0,9666424848.0,2016,September,3,608.845
8414,2016-09-12,607.01,608.46,605.41,608.24,72812304.0,9649385919.0,2016,September,3,607.28
8415,2016-09-11,623.42,628.82,600.51,606.72,73610800.0,9624021892.0,2016,September,3,614.8675000000001
8416,2016-09-10,622.93,625.09,622.4,623.51,45016800.0,9889124590.0,2016,September,3,623.4825000000001
8417,2016-09-09,626.35,626.83,620.26,622.86,64550200.0,9877681032.0,2016,September,3,624.075
8418,2016-09-08,614.64,628.77,613.84,626.32,86713000.0,9931412644.0,2016,September,3,620.8925
8419,2016-09-07,610.57,614.54,608.51,614.54,75032400.0,9743676240.0,2016,September,3,612.04
8420,2016-09-06,606.51,610.83,605.09,610.44,78529104.0,9677437248.0,2016,September,3,608.2175000000001
8421,2016-09-05,608.99,609.05,602.24,606.59,82446800.0,9615468145.0,2016,September,3,606.7175
8422,2016-09-04,598.59,611.84,596.85,608.63,97942896.0,9646846465.0,2016,September,3,603.9775
8423,2016-09-03,575.55,599.5,574.06,598.21,159014000.0,9480380026.0,2016,September,3,586.8299999999999
8424,2016-09-02,572.41,575.64,570.81,575.54,79910800.0,9120159589.0,2016,September,3,573.5999999999999
8425,2016-09-01,575.55,576.31,571.81,572.3,76923400.0,9067854884.0,2016,September,3,573.9925
8426,2016-08-31,577.59,577.86,573.64,575.47,75840896.0,9117106217.0,2016,August,3,576.14
8427,2016-08-30,574.11,578.36,574.11,577.5,70342400.0,9148340524.0,2016,August,3,576.0200000000001
8428,2016-08-29,574.07,576.28,573.47,574.11,110398000.0,9093420855.0,2016,August,3,574.4825000000001
8429,2016-08-28,569.83,574.04,569.74,573.91,86301600.0,9089312935.0,2016,August,3,571.88
8430,2016-08-27,579.45,579.84,568.63,569.95,59698300.0,9025464112.0,2016,August,3,574.4675000000001
8431,2016-08-26,577.75,580.62,576.86,579.65,48856800.0,9178145243.0,2016,August,3,578.72
8432,2016-08-25,580.18,580.45,575.17,577.76,136130000.0,9147297036.0,2016,August,3,578.39
8433,2016-08-24,583.41,583.59,579.85,580.18,56328200.0,9184728961.0,2016,August,3,581.7574999999999
8434,2016-08-23,586.77,589.47,581.63,583.41,85349200.0,9234845697.0,2016,August,3,585.3199999999999
8435,2016-08-22,581.31,588.45,580.59,586.75,72844000.0,9286647694.0,2016,August,3,584.275
8436,2016-08-21,581.94,584.16,580.22,581.31,38299400.0,9199366517.0,2016,August,3,581.9075
8437,2016-08-20,576.08,582.82,575.46,581.7,45301400.0,9204384754.0,2016,August,3,579.0150000000001
8438,2016-08-19,574.34,578.24,574.18,575.63,50631600.0,9107313927.0,2016,August,3,575.5975
8439,2016-08-18,573.71,577.79,573.43,574.32,59896600.0,9085487925.0,2016,August,3,574.8125
8440,2016-08-17,577.76,580.89,571.43,573.22,54443000.0,9066995409.0,2016,August,3,575.8249999999999
8441,2016-08-16,567.24,581.74,566.72,577.44,58405200.0,9132941526.0,2016,August,3,573.2850000000001
8442,2016-08-15,570.49,573.58,563.24,567.24,57262300.0,8970719083.0,2016,August,3,568.6375
8443,2016-08-14,585.59,585.67,564.78,570.47,60851100.0,9020848475.0,2016,August,3,576.6275
8444,2016-08-13,587.36,589.77,584.98,585.59,43563000.0,9258715472.0,2016,August,3,586.925
8445,2016-08-12,588.8,589.91,583.81,587.56,69218000.0,9288722581.0,2016,August,3,587.52
8446,2016-08-11,592.12,597.54,589.12,589.12,74514400.0,9312340020.0,2016,August,3,591.975
8447,2016-08-10,587.65,599.98,586.37,592.1,102905000.0,9358441335.0,2016,August,3,591.525
8448,2016-08-09,591.04,591.09,584.79,587.8,92228096.0,9289374235.0,2016,August,3,588.68
8449,2016-08-08,592.74,592.99,588.05,591.05,61194100.0,9339910963.0,2016,August,3,591.2075
8450,2016-08-07,587.77,597.51,586.82,592.69,82398400.0,9364710627.0,2016,August,3,591.1975
8451,2016-08-06,575.03,588.4,569.47,587.78,80797296.0,9286055404.0,2016,August,3,580.1700000000001
8452,2016-08-05,578.28,578.28,569.98,575.04,66127900.0,9083715053.0,2016,August,3,575.395
8453,2016-08-04,566.33,579.5,565.78,578.29,125292000.0,9133817995.0,2016,August,3,572.4749999999999
8454,2016-08-03,548.66,573.36,541.55,566.35,207982000.0,8944279139.0,2016,August,3,557.48
8455,2016-08-02,606.4,612.85,531.33,547.47,330932992.0,8644864335.0,2016,August,3,574.5124999999999
8456,2016-08-01,624.6,626.12,605.88,606.27,121887000.0,9572348580.0,2016,August,3,615.7175
8457,2016-07-31,655.1,655.28,624.36,624.68,110818000.0,9861866433.0,2016,July,3,639.855
8458,2016-07-30,657.01,658.22,654.21,655.05,38456100.0,10340045284.0,2016,July,3,656.1225
8459,2016-07-29,655.11,657.8,654.79,656.99,60703500.0,10369809306.0,2016,July,3,656.1724999999999
8460,2016-07-28,654.49,657.59,654.49,655.03,86428400.0,10337749269.0,2016,July,3,655.4000000000001
8461,2016-07-27,651.63,657.46,648.45,654.35,147460992.0,10325917979.0,2016,July,3,652.9725000000001
8462,2016-07-26,654.23,656.22,645.88,651.78,225135008.0,10284392843.0,2016,July,3,652.0275
8463,2016-07-25,661.26,661.83,653.4,654.1,78176496.0,10319876749.0,2016,July,3,657.6475
8464,2016-07-24,655.41,663.11,652.79,661.28,118184000.0,10432244355.0,2016,July,3,658.1475
8465,2016-07-23,650.73,656.37,648.52,655.56,69532200.0,10340881944.0,2016,July,3,652.795
8466,2016-07-22,664.92,666.58,646.72,650.62,134169000.0,10261989674.0,2016,July,3,657.21
8467,2016-07-21,665.23,666.22,660.41,665.01,60491800.0,10487976073.0,2016,July,3,664.2175
8468,2016-07-20,672.81,672.93,663.36,665.68,94636400.0,10497527596.0,2016,July,3,668.6949999999999
8469,2016-07-19,672.74,673.28,667.63,672.86,61203300.0,10609525767.0,2016,July,3,671.6274999999999
8470,2016-07-18,679.81,681.55,668.63,673.11,69465000.0,10612299585.0,2016,July,3,675.775
8471,2016-07-17,661.99,682.36,661.99,679.46,74407904.0,10711263460.0,2016,July,3,671.45
8472,2016-07-16,663.78,666.46,659.33,660.77,50330200.0,10415413843.0,2016,July,3,662.585
8473,2016-07-15,659.17,667.08,659.04,663.26,81673104.0,10453381650.0,2016,July,3,662.1374999999999
8474,2016-07-14,652.92,662.9,652.92,658.08,98511400.0,10370714378.0,2016,July,3,656.705
8475,2016-07-13,664.8,668.7,654.47,654.47,131449000.0,10312716681.0,2016,July,3,660.61
8476,2016-07-12,648.28,675.26,646.78,664.55,138172992.0,10470577835.0,2016,July,3,658.7175
8477,2016-07-11,648.48,659.63,644.98,647.66,107910000.0,10203318330.0,2016,July,3,650.1875
8478,2016-07-10,650.6,652.29,641.26,649.36,102532000.0,10229001841.0,2016,July,3,648.3775
8479,2016-07-09,666.38,666.38,633.4,650.96,180536000.0,10252979330.0,2016,July,3,654.2800000000001
8480,2016-07-08,640.69,666.71,636.47,666.52,141970000.0,10496037616.0,2016,July,3,652.5975000000001
8481,2016-07-07,678.09,682.43,611.83,640.56,258091008.0,10084880016.0,2016,July,3,653.2275
8482,2016-07-06,670.42,681.9,670.42,677.33,134960992.0,10661460872.0,2016,July,3,675.0175
8483,2016-07-05,683.21,683.49,665.07,670.63,130476000.0,10553590036.0,2016,July,3,675.6
8484,2016-07-04,658.8,683.66,650.51,683.66,92008400.0,10756225162.0,2016,July,3,669.1575
8485,2016-07-03,704.97,704.97,649.01,658.66,129512000.0,10360455388.0,2016,July,3,679.4025000000001
8486,2016-07-02,676.73,703.7,676.4,703.7,112354000.0,11066171356.0,2016,July,3,690.1325
8487,2016-07-01,672.52,686.15,669.59,676.3,134431008.0,10632674990.0,2016,July,3,676.14
8488,2016-06-30,640.59,675.4,636.61,673.34,138980000.0,10583527799.0,2016,June,2,656.485
8489,2016-06-29,644.12,644.68,628.28,639.89,142456000.0,10055423427.0,2016,June,2,639.2425000000001
8490,2016-06-28,658.1,659.25,637.77,647.0,138384992.0,10164806261.0,2016,June,2,650.53
8491,2016-06-27,629.35,655.28,620.52,655.28,122134000.0,10292371661.0,2016,June,2,640.1075000000001
8492,2016-06-26,665.93,665.98,616.93,629.37,109225000.0,9883123077.0,2016,June,2,644.5525
8493,2016-06-25,665.28,691.73,646.56,665.12,126656000.0,10442165051.0,2016,June,2,667.1725
8494,2016-06-24,625.58,681.73,625.27,665.3,224316992.0,10442233719.0,2016,June,2,649.47
8495,2016-06-23,597.44,629.33,558.14,623.98,253462000.0,9791649877.0,2016,June,2,602.2225
8496,2016-06-22,665.91,678.67,587.48,596.12,266392992.0,9352374507.0,2016,June,2,632.045
8497,2016-06-21,735.88,735.88,639.07,666.65,309944000.0,10456853278.0,2016,June,2,694.37
8498,2016-06-20,763.93,764.08,732.73,737.23,174511008.0,11561085979.0,2016,June,2,749.4925
8499,2016-06-19,756.69,766.62,745.63,763.78,136184992.0,11974386667.0,2016,June,2,758.1800000000001
8500,2016-06-18,748.76,777.99,733.93,756.23,252718000.0,11852610450.0,2016,June,2,754.2275
8501,2016-06-17,768.49,775.36,716.56,748.91,363320992.0,11734973407.0,2016,June,2,752.33
8502,2016-06-16,696.52,773.72,696.52,766.31,271633984.0,12004751236.0,2016,June,2,733.2675
8503,2016-06-15,685.68,696.3,672.56,694.47,99223800.0,10876756116.0,2016,June,2,687.2524999999999
8504,2016-06-14,704.5,704.5,662.8,685.56,186694000.0,10734585656.0,2016,June,2,689.3399999999999
8505,2016-06-13,671.65,716.0,664.49,704.38,243295008.0,11026918233.0,2016,June,2,689.1299999999999
8506,2016-06-12,609.68,684.84,607.04,672.78,277084992.0,10529624647.0,2016,June,2,643.585
8507,2016-06-11,578.67,607.12,578.67,606.73,82357000.0,9493578714.0,2016,June,2,592.7975
8508,2016-06-10,575.84,579.13,573.33,577.47,66991900.0,9033522014.0,2016,June,2,576.4425
8509,2016-06-09,582.2,582.2,570.95,574.63,71301000.0,8987040811.0,2016,June,2,577.495
8510,2016-06-08,577.17,582.84,573.13,581.65,80265800.0,9094354021.0,2016,June,2,578.6975
8511,2016-06-07,585.45,590.26,567.51,576.6,107770000.0,9013335474.0,2016,June,2,579.955
8512,2016-06-06,574.6,586.47,574.6,585.54,72138896.0,9151021089.0,2016,June,2,580.3025
8513,2016-06-05,573.31,582.81,569.18,574.98,68874096.0,8983555643.0,2016,June,2,575.0699999999999
8514,2016-06-04,569.71,590.13,564.24,572.73,94925296.0,8945981422.0,2016,June,2,574.2025000000001
8515,2016-06-03,537.68,574.64,536.92,569.19,122020000.0,8889102698.0,2016,June,2,554.6075
8516,2016-06-02,536.52,540.35,533.08,537.97,60378200.0,8399598923.0,2016,June,2,536.98
